approved,drug_id,experimental,illicit,investigational,name,nutraceutical,smile,vet_approved,withdrawn,adrs
0,DB13009,0,0,1,Carbendazim,0,COC(=O)NC1=NC2=CC=CC=C2N1,0,0,
0,DB13010,0,0,1,4-isothioureidobutyronitrile,0,NC(=N)SCCCC#N,0,0,
0,DB13011,0,0,1,Diethylhomospermine,0,CCNCCCCNCCCCNCCCCNCC,0,0,
0,DB13012,0,0,1,AQX-1125,0,C[C@]12CC[C@@H]([C@@H](CN)[C@@H]1CCC2=C)[C@@]1(C)CC[C@H](O)C[C@@H]1CO,0,0,
0,DB13013,0,0,1,LFF-571,0,CNC(=O)C[C@@H]1NC(=O)C2=CSC(=N2)C2=CC=C(N=C2C2=CSC(=N2)C2=CSC(=N2)[C@@H](NC(=O)CNC(=O)C2=C(COC)SC(=N2)[C@@H](NC(=O)C2=C(C)SC1=N2)C(C)C)[C@@H](O)C1=CC=CC=C1)C1=NC(=CS1)N(CCCCC(O)=O)C(=O)O[C@H]1CC[C@@H](CC1)C(O)=O,0,0,
0,DB13014,0,0,1,Hypericin,0,CC1=CC(O)=C2C(=O)C3=C(O)C=C(O)C4=C3C3=C2C1=C1C(C)=CC(O)=C2C(=O)C5=C(O)C=C(O)C4=C5C3=C12,0,0,
0,DB13016,0,0,1,LY-2300559,0,CCCC1=C(OCC2=CC=C(C=C2)[C@H](O)C2=CC=CC(=C2)C(O)=O)C=CC(C(C)=O)=C1O,0,0,
0,DB13018,0,0,1,Dimiracetam,0,O=C1CN2C(CCC2=O)N1,0,0,
0,DB13019,0,0,1,Henatinib,0,CC1=C(NC2=C1C(=O)N(C[C@H](O)CN1CCOCC1)CCC2)\C=C1/C(=O)NC2=CC=C(F)C=C12,0,0,
0,DB13020,0,0,1,Apratastat,0,CC1(C)SCCN([C@H]1C(=O)NO)S(=O)(=O)C1=CC=C(OCC#CCO)C=C1,0,0,
0,DB13021,0,0,1,123I-iodometomidate,0,COC(=O)C1=CN=CN1[C@H](C)C1=CC=C(I)C=C1,0,0,
0,DB13022,0,0,1,LY-2874455,0,C[C@@H](OC1=CC=C2NN=C(\C=C\C3=CN(CCO)N=C3)C2=C1)C1=C(Cl)C=NC=C1Cl,0,0,
0,DB13023,0,0,1,IPI-493,0,CO[C@H]1C[C@H](C)CC2=C(N)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O,0,0,
0,DB13024,0,0,1,MK-8245,0,OC(=O)CN1N=NC(=N1)C1=CC(=NO1)N1CCC(CC1)OC1=C(Br)C=CC(F)=C1,0,0,
0,DB13025,0,0,1,Tiapride,0,CCN(CC)CCN=C(O)C1=C(OC)C=CC(=C1)S(C)(=O)=O,0,0,
0,DB13026,0,0,1,Ornidazole,0,CC1=NC=C(N1CC(O)CCl)N(=O)=O,0,0,
0,DB13027,0,0,1,Tucaresol,0,OC(=O)C1=CC=C(COC2=CC=CC(O)=C2C=O)C=C1,0,0,
0,DB13028,0,0,1,Biapenem,0,[H][C@](C)(O)[C@@]1([H])C(=O)N2C(C([O-])=O)=C(SC3CN4C=NC=[N+]4C3)[C@]([H])(C)[C@]12[H],0,0,
0,DB13029,0,0,1,MK-0873,0,[O-][N+]1=CC(=CC=C1)C#CC1=CC(=CC=C1)N1C=C(C(=O)NC2CC2)C(=O)C2=CC=CN=C12,0,0,
0,DB13030,0,0,1,2'-fluoro-5-ethylarabinosyluracil,0,OC[C@H]1O[C@H]([C@@H](F)[C@@H]1O)N1C=CC(=O)NC1=O,0,0,
0,DB13031,0,0,1,Niobium,0,[Nb],0,0,
0,DB13032,0,0,1,Enecadin,0,CC1=NC(=CC(OCCCCCN2CCCCC2)=N1)C1=CC=C(F)C=C1,0,0,
0,DB13034,0,0,1,Foxy-5,0,CSCC[C@H](NC=O)C(=O)N[C@@H](CC(O)=O)C(=O)NCC(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(O)=O,0,0,
0,DB13035,0,0,1,AG-24322,0,CCNCC1=CN=CC(=C1C)C1=CC=C2NN=C(C3=NC4=C(F)C=C(F)C=C4N3)C2=C1,0,0,
0,DB13036,0,0,1,Ramatroban,0,[H][C@]1(CCC2=C(C1)C1=CC=CC=C1N2CCC(O)=O)NS(=O)(=O)C1=CC=C(F)C=C1,0,0,
0,DB13038,0,0,1,Glyceryl Trioleate,0,[H]C(COC(=O)CCCCCCC\C=C/CCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,0,0,
0,DB13039,0,0,1,Aminaphthone,0,CC1=C(OC(=O)C2=CC=C(N)C=C2)C(O)=C2C=CC=CC2=C1O,0,0,
0,DB13040,0,0,1,Gandotinib,0,CC1=CC(NC2=NN3C(CC4=CC=C(Cl)C=C4F)=C(C)N=C3C(CN3CCOCC3)=C2)=NN1,0,0,
0,DB13041,0,0,1,Odalasvir,0,COC(=O)N[C@@H](C(C)C)C(=O)N1[C@@H](C[C@@H]2CCCC[C@H]12)C1=NC2=CC=C(C=C2N1)C1=CC2=CC=C1CCC1=CC=C(CC2)C(=C1)C1=CC=C2N=C(NC2=C1)[C@@H]1C[C@@H]2CCCC[C@@H]2N1C(=O)[C@@H](NC(=O)OC)C(C)C,0,0,
0,DB13042,0,0,1,Fenoverine,0,O=C(CN1CCN(CC2=CC3=C(OCO3)C=C2)CC1)N1C2=CC=CC=C2SC2=CC=CC=C12,0,0,
0,DB13044,0,0,1,Gossypol,0,CC(C)C1=C2C=C(C)C(=C(O)C2=C(C=O)C(O)=C1O)C1=C(O)C2=C(C=O)C(O)=C(O)C(C(C)C)=C2C=C1C,0,0,
0,DB13046,0,0,1,Tocladesine,0,NC1=C2N=C(Cl)N([C@@H]3O[C@@H]4COP(O)(=O)O[C@H]4[C@H]3O)C2=NC=N1,0,0,
0,DB13047,0,0,1,Pentavalent Antimony,0,[Sb+5],0,0,
0,DB13048,0,0,1,PAC-1,0,OC1=C(\C=N\NC(=O)CN2CCN(CC3=CC=CC=C3)CC2)C=CC=C1CC=C,0,0,
0,DB13050,0,0,1,Tirilazad,0,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(CC1)C1=CC(=NC(=N1)N1CCCC1)N1CCCC1,0,0,
0,DB13051,0,0,1,CH-5132799,0,CS(=O)(=O)N1CCC2=C(N=C(N=C12)N1CCOCC1)C1=CNC(=N)N=C1,0,0,
0,DB13052,0,0,1,Upamostat,0,CCOC(=O)N1CCN(CC1)C(=O)[C@H](CC1=CC=CC(=C1)C(\N)=N/O)NS(=O)(=O)C1=C(C=C(C=C1C(C)C)C(C)C)C(C)C,0,0,
0,DB13053,0,0,1,CP-195543,0,O[C@@H]1[C@@H](CC2=CC=CC=C2)COC2=CC(=CC=C12)C1=CC(=CC=C1C(O)=O)C(F)(F)F,0,0,
0,DB13054,0,0,1,ACT-451840,0,CC(=O)N1CCN(CC1)C1=CC=C(CN([C@@H](CC2=CC=CC=C2)C(=O)N2CCN(CC3=CC=C(C=C3)C#N)CC2)C(=O)\C=C\C2=CC=C(C=C2)C(C)(C)C)C=C1,0,0,
0,DB13055,0,0,1,Oteseconazole,0,O[C@@](CN1C=NN=N1)(C1=CC=C(F)C=C1F)C(F)(F)C1=CC=C(C=N1)C1=CC=C(OCC(F)(F)F)C=C1,0,0,
0,DB13056,0,0,1,Irsogladine,0,NC1=NC(=NC(N)=N1)C1=C(Cl)C=CC(Cl)=C1,0,0,
0,DB13058,0,0,1,Methanesulfonyl Fluoride,0,CS(F)(=O)=O,0,0,
0,DB13059,0,0,1,PF-03814735,0,CC(=O)NCC(=O)N1[C@H]2CC[C@@H]1C1=C2C=CC(NC2=NC=C(C(NC3CCC3)=N2)C(F)(F)F)=C1,0,0,
0,DB13060,0,0,1,CEP-37440,0,CNC(=O)C1=CC=CC=C1NC1=C(Cl)C=NC(NC2=CC=C3C[C@H](CCCC3=C2OC)N2CCN(CCO)CC2)=N1,0,0,
0,DB13061,0,0,1,MLN8054,0,OC(=O)C1=CC=C(NC2=NC=C3CN=C(C4=C(C=CC(Cl)=C4)C3=N2)C2=C(F)C=CC=C2F)C=C1,0,0,
0,DB13062,0,0,1,ME-344,0,CC1=C(O)C=CC2=C1OC[C@H]([C@H]2C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,0,0,
1,DB13063,0,0,1,Parthenolide,0,C\C1=C/CC[C@@]2(C)O[C@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1,0,0,
0,DB13064,0,0,1,Tramazoline,0,C1CN=C(NC2=CC=CC3=C2CCCC3)N1,0,0,"14, 08, 10, 02, 11, 19, 24, 17, 22, 23, 13, 07"
0,DB13065,0,0,1,LY-2811376,0,C[C@]1(CCSC(N)=N1)C1=CC(=C(F)C=C1F)C1=CN=CN=C1,0,0,
0,DB13066,0,0,1,Liarozole,0,ClC1=CC=CC(=C1)C(N1C=CN=C1)C1=CC=C2N=CNC2=C1,0,0,
0,DB13067,0,0,1,Rotigaptide,0,C[C@@H](NC(=O)CNC(=O)[C@H]1C[C@H](O)CN1C(=O)[C@H]1CCCN1C(=O)[C@@H](CC1=CC=C(O)C=C1)NC(C)=O)C(=O)NCC(N)=O,0,0,
0,DB13068,0,0,1,9-(N-methyl-L-isoleucine)-cyclosporin A,0,CC[C@H](C)[C@@H]1N(C)C(=O)CN(C)C(=O)[C@H](CC)NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC1=O)C(C)C,0,0,
0,DB13069,0,0,1,Nimustine,0,CC1=NC=C(CN=C(O)N(CCCl)N=O)C(=N)N1,0,0,
0,DB13070,0,0,1,Surinabant,0,CCC1=C(N(N=C1C(O)=NN1CCCCC1)C1=C(Cl)C=C(Cl)C=C1)C1=CC=C(Br)C=C1,0,0,
0,DB13071,0,0,1,Creatinolfosfate,0,CN(CCOP(O)(O)=O)C(N)=N,0,0,
0,DB13072,0,0,1,GDC-0349,0,CCNC(=O)NC1=CC=C(C=C1)C1=NC2=C(CCN(C2)C2COC2)C(=N1)N1CCOC[C@@H]1C,0,0,
1,DB13074,0,0,1,Macimorelin,0,CC(C)(N)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)NC=O,0,0,
0,DB13075,0,0,1,Menaquinone 7,0,[H]\C(CC\C(C)=C(/[H])CC\C(C)=C(/[H])CC\C(C)=C(/[H])CC\C(C)=C(/[H])CC\C(C)=C(/[H])CC1=C(C)C(=O)C2=CC=CC=C2C1=O)=C(\C)CCC=C(C)C,0,0,
1,DB13076,0,0,1,Yttrium Y-90,0,[90Y],0,0,
0,DB13077,0,0,1,LCB01-0371,0,CN1CCN(C=N1)C1=CC=C(C=C1F)N1C[C@H](CO)OC1=O,0,0,
0,DB13078,0,0,1,KOSN-1724,0,C[C@H]1\C=C/C\C(C)=C/C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\C1=NOC(C)=C1,0,0,
0,DB13080,0,0,1,Roluperidone,0,FC1=CC=C(C=C1)C(=O)CN1CCC(CN2CC3=CC=CC=C3C2=O)CC1,0,0,
0,DB13082,0,0,1,Nefiracetam,0,CC1=CC=CC(C)=C1N=C(O)CN1CCCC1=O,0,0,
0,DB13083,0,0,1,Talarozole,0,CCC(CC)C(N1C=NC=N1)C1=CC=C(NC2=NC3=CC=CC=C3S2)C=C1,0,0,
0,DB13084,0,0,1,Pyritinol,0,CC1=C(O)C(CO)=C(CSSCC2=C(CO)C(O)=C(C)N=C2)C=N1,0,0,
0,DB13086,0,0,1,SCYX-7158,0,CC1(C)OB(O)C2=CC(NC(=O)C3=CC=C(F)C=C3C(F)(F)F)=CC=C12,0,0,
0,DB13087,0,0,1,Miridesap,0,OC(=O)[C@H]1CCCN1C(=O)CCCCC(=O)N1CCC[C@@H]1C(O)=O,0,0,
0,DB13088,0,0,1,AZD-0424,0,CC(C)OC1=C2C(NC3=C(Cl)C=NC4=C3OCO4)=NC=NC2=CC(OCCN2CCN(CC2)C(C)=O)=C1,0,0,
0,DB13089,0,0,1,Enoxolone,0,[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O,0,0,
0,DB13090,0,0,1,Zidebactam,0,OS(=O)(=O)ON1[C@H]2C[N@]([C@@H](CC2)C(=O)NNC(=O)[C@@H]2CCCNC2)C1=O,0,0,
0,DB13091,0,0,1,Tiropramide,0,CCCN(CCC)C(=O)C(CC1=CC=C(OCCN(CC)CC)C=C1)N=C(O)C1=CC=CC=C1,0,0,
0,DB13092,1,0,1,Meclocycline,0,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@@H]3C(=C)C4=C(Cl)C=CC(O)=C4C(=O)C3=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O,0,0,
0,DB13093,0,0,1,TAK-593,0,CN1N=C(C)C=C1C(=O)NC1=CC(OC2=NN3C=C(NC(=O)C4CC4)N=C3C=C2)=CC=C1C,0,0,
0,DB13094,0,0,1,Pruvanserin,0,FC1=CC=C(CCN2CCN(CC2)C(=O)C2=C3NC=C(C#N)C3=CC=C2)C=C1,0,0,
0,DB13095,0,0,1,JTK-853,0,[H][C@@]1(CN(CCN1S(=O)(=O)C1=CC=C(C=C1)C(F)(F)F)C1=NC2=NC(=NC=C2S1)C1CC1)C(O)=NCC1=CC(F)=C(OC(F)(F)F)C=C1,0,0,
0,DB13096,0,0,1,Gacyclidine,0,C[C@H]1CCCC[C@]1(N1CCCCC1)C1=CC=CS1,0,0,
0,DB13097,0,0,1,1alpha-Hydroxyvitamin D5,0,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)C(C)C,0,0,
0,DB13098,0,0,1,CT-2584,0,CCCCCCCCCCCCNCC(O)CCCCCCCCCN1C(=O)N(C)C2=C(N(C)C=N2)C1=O,0,0,
0,DB13099,0,0,1,Valnoctamide,0,CCC(C)C(CC)C(N)=O,0,0,
1,DB13100,0,0,1,Biguanide,0,NC(=N)NC(N)=N,0,0,
0,DB13101,0,0,1,4SC-202,0,CN1C=C(C=N1)C1=CC=C(C=C1)S(=O)(=O)N1C=CC(\C=C\C(=O)NC2=CC=CC=C2N)=C1,0,0,
0,DB13102,0,0,1,AZD-8418,0,C[C@@H](C1CC1)N1CC2=CC(=CC(Cl)=C2C1=O)C1=CC(=NO1)C(=O)N(C)C,0,0,
0,DB13103,0,0,1,GPX-150,0,COC1=C2C(=N)C3=C(O)C4=C(C[C@](O)(C[C@@H]4O[C@H]4C[C@H](N)[C@H](O)[C@H](C)O4)C(=O)CO)C(O)=C3C(=O)C2=CC=C1,0,0,
0,DB13104,0,0,1,X-396,0,C[C@@H](OC1=CC(=NN=C1N)C(=O)NC1=CC=C(C=C1)C(=O)N1CCN(C)CC1)C1=C(Cl)C=CC(F)=C1Cl,0,0,
0,DB13105,0,0,1,Resolvin E1,0,CC[C@@H](O)\C=C\C=C/C[C@@H](O)\C=C\C=C\C=C/[C@@H](O)CCCC(O)=O,0,0,
0,DB13106,0,0,1,Glycovir,0,CCCCN1C[C@H](OC(=O)CCC)[C@@H](OC(=O)CCC)[C@H](OC(=O)CCC)[C@H]1COC(=O)CCC,0,0,
0,DB13107,0,0,1,QGC-001,0,N[C@@H](CCS(O)(=O)=O)CSSC[C@@H](N)CCS(O)(=O)=O,0,0,
0,DB13108,0,0,1,Mephedrone,0,CNC(C)C(=O)C1=CC=C(C)C=C1,0,0,
0,DB13109,0,0,1,PKI-179,0,O=C(NC1=CC=NC=C1)NC1=CC=C(C=C1)C1=NC(=NC(=N1)N1[C@H]2CC[C@@H]1COC2)N1CCOCC1,0,0,
0,DB13110,0,0,1,Antimony,0,[Sb],0,0,
0,DB13111,0,0,1,Chromanol,0,CC1=C(O)C(C)=C2CCC(C)(C)OC2=C1C,0,0,
0,DB13113,0,0,1,JNJ-38877605,0,CN1C=C(C=N1)C1=NN2C(C=C1)=NN=C2C(F)(F)C1=CC=C2N=CC=CC2=C1,0,0,
1,DB13114,0,0,1,Amitriptylinoxide,0,CN(C)(=O)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,0,0,
0,DB13115,0,0,1,Saroglitazar,0,CCO[C@@H](CC1=CC=C(OCCN2C(C)=CC=C2C2=CC=C(SC)C=C2)C=C1)C(O)=O,0,0,
1,DB13116,1,0,0,Norflurane,0,FCC(F)(F)F,0,0,
1,DB13117,0,0,1,Pentafluoropropane,0,FC(F)CC(F)(F)F,0,0,
0,DB13118,0,0,1,Paquinimod,0,CCN(C(=O)C1=C(O)C2=C(CC)C=CC=C2N(C)C1=O)C1=CC=CC=C1,0,0,
0,DB13119,0,0,1,GSK-364735,0,CN1C(=O)C(C(=O)NCCO)=C(O)C2=NC=C(CC3=CC=C(F)C=C3)C=C12,0,0,
0,DB13120,0,0,1,Deferitazole,0,COCCOCCOCCOC1=C(O)C(=CC=C1)C1=N[C@](C)(CS1)C(O)=O,0,0,
0,DB13121,0,0,1,Hydroxypropyl tetrahydropyrantriol,0,CC(O)C[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,0,0,
0,DB13122,0,0,1,Trabodenoson,0,O[C@@H]1[C@@H](CO[N+]([O-])=O)O[C@H]([C@@H]1O)N1C=NC2=C(NC3CCCC3)N=CN=C12,0,0,
0,DB13123,0,0,1,OTX-008,0,CN(C)CCNC(=O)COC1=C2CC3=CC=CC(CC4=CC=CC(CC5=C(OCC(=O)NCCN(C)C)C(CC1=CC=C2)=CC=C5)=C4OCC(=O)NCCN(C)C)=C3OCC(=O)NCCN(C)C,0,0,
0,DB13124,0,0,1,Troxerutin,0,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(OCCO)=CC(O)=C4C3=O)C3=CC(OCCO)=C(OCCO)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0,0,
1,DB13125,0,0,1,Lusutrombopag,0,CCCCCCO[C@@H](C)C1=C(OC)C(=CC=C1)C1=CSC(NC(=O)C2=CC(Cl)=C(\C=C(/C)C(O)=O)C(Cl)=C2)=N1,0,0,
0,DB13126,0,0,1,BMS-986115,0,CC1=CC=CC2=C1NC(=O)[C@@H](NC(=O)[C@H](CCC(F)(F)F)[C@H](CCC(F)(F)F)C(N)=O)N=C2C1=CC=CC(F)=C1,0,0,
0,DB13129,0,0,1,Trimegestone,0,C[C@H](O)C(=O)[C@@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3CC[C@]12C,0,0,
0,DB13132,0,0,1,Artemisinin,0,[H][C@@]1(C)CC[C@@]2([H])[C@@]([H])(C)C(=O)O[C@]3([H])O[C@@]4(C)CC[C@]1([H])[C@@]23OO4,0,0,
0,DB13134,0,0,1,Fluorine F-18,0,[18F],0,0,
0,DB13135,0,0,1,AGN-201904,0,COC1=CC=C2N(C(=NC2=C1)[S+]([O-])CC1=NC=C(C)C(OC)=C1C)S(=O)(=O)C1=CC=C(OCC(O)=O)C=C1,0,0,
1,DB13136,0,0,1,Fluindione,0,FC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,0,0,
0,DB13137,0,0,1,PM-060184,0,COC1=CC[C@H](OC1=O)[C@@H](C)\C=C(/C)\C=C/C=C\C(=O)N[C@H](C(=O)N\C=C/C[C@H](C\C=C/C)OC(N)=O)C(C)(C)C,0,0,
0,DB13138,0,0,1,Neladenoson bialanate,0,C[C@H](N)C(=O)N[C@@H](C)C(=O)OCCOC1=CC=C(C=C1)C1=C(C#N)C(=NC(SCC2=CSC(=N2)C2=CC=C(Cl)C=C2)=C1C#N)N1CCCC1,0,0,
1,DB13139,0,0,1,Levosalbutamol,0,CC(C)(C)NC[C@H](O)C1=CC(CO)=C(O)C=C1,0,0,
0,DB13141,1,0,1,Ambroxol acefyllinate,0,CN1C2=C(N(CC(O)=O)C=N2)C(=O)N(C)C1=O.NC1=C(Br)C=C(Br)C=C1CN[C@@H]1CC[C@H](O)CC1,0,0,
1,DB13142,0,0,0,Calcium glubionate,0,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O[Ca]OC(=O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@@H](O)[C@H]1O)[C@H](O)CO,0,0,
0,DB13143,1,0,0,Methallenestril,0,CC[C@H](C1=CC=C2C=C(OC)C=CC2=C1)C(C)(C)C(O)=O,0,0,
1,DB13145,0,0,1,Nedaplatin,0,[H][N]([H])([H])[Pt]1(OCC(=O)O1)[N]([H])([H])[H],0,0,
1,DB13146,0,0,0,Fluciclovine (18F),0,N[C@]1(C[C@H]([18F])C1)C(O)=O,0,0,
1,DB13153,1,0,0,Levomenol,0,[H][C@@]1(CCC(C)=CC1)[C@@](C)(O)CCC=C(C)C,0,0,
1,DB13154,0,0,0,Parachlorophenol,0,OC1=CC=C(Cl)C=C1,0,0,
1,DB13155,0,0,0,Esculin,0,OC[C@H]1O[C@@H](OC2=C(O)C=C3OC(=O)C=CC3=C2)[C@H](O)[C@@H](O)[C@@H]1O,0,0,
1,DB13156,0,0,0,Inosine pranobex,0,C[C@@H](O)CN(C)C.C[C@@H](O)CN(C)C.C[C@@H](O)CN(C)C.CC(=O)NC1=CC=C(C=C1)C(O)=O.CC(=O)NC1=CC=C(C=C1)C(O)=O.CC(=O)NC1=CC=C(C=C1)C(O)=O.OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CNC2=O,0,0,
1,DB13157,1,0,0,Sodium lauryl sulfoacetate,0,[Na+].CCCCCCCCCCCCOC(=O)CS([O-])(=O)=O,0,0,
1,DB13158,0,0,0,Clobetasone,0,[H][C@]1(C)C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@]2(C)[C@@]1(O)C(=O)CCl,0,0,
0,DB13160,0,1,0,Alphaprodine,0,CCC(=O)O[C@]1(CCN(C)C[C@H]1C)C1=CC=CC=C1,0,0,
1,DB13163,1,0,0,Terpin hydrate,0,O.CC(C)(O)[C@H]1CC[C@@](C)(O)CC1,0,0,
0,DB13164,0,0,1,Olmutinib,0,CN1CCN(CC1)C1=CC=C(NC2=NC(OC3=CC=CC(NC(=O)C=C)=C3)=C3SC=CC3=N2)C=C1,0,0,
0,DB13165,1,0,0,Ripasudil,0,C[C@H]1CNCCCN1S(=O)(=O)C1=C2C(F)=CN=CC2=CC=C1,0,0,
1,DB13166,0,0,0,Zofenopril,0,C[C@H](CSC(=O)C1=CC=CC=C1)C(=O)N1C[C@H](C[C@H]1C(O)=O)SC1=CC=CC=C1,0,0,
1,DB13167,0,0,0,Alclofenac,0,OC(=O)CC1=CC(Cl)=C(OCC=C)C=C1,0,1,
0,DB13169,1,0,1,Nandrolone,0,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],0,0,"14, 08, 21, 13, 24, 09, 19, 11, 17, 16, 22, 05, 23, 20, 15, 07"
1,DB13170,0,0,1,Plecanatide,0,[H][C@](C)(O)[C@]1([H])N=C(O)[C@]2([H])CSSC[C@]([H])(N=C(O)[C@]([H])(CCC(O)=O)N=C(O)[C@]([H])(CC(O)=O)N=C(O)[C@@]([H])(N)CC(O)=N)C(O)=N[C@@]([H])(CCC(O)=O)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CSSC[C@]([H])(N=C(O)CN=C1O)C(O)=N[C@@]([H])(CC(C)C)C(O)=O)C(O)=N[C@@]([H])(C(C)C)C(O)=N[C@@]([H])(CC(O)=N)C(O)=N[C@@]([H])(C(C)C)C(O)=N[C@@]([H])(C)C(O)=N2,0,0,
0,DB13171,1,0,0,Glyceryl 1-oleate,0,[H]\C(CCCCCCCC)=C(/[H])CCCCCCCC(=O)OCC(O)CO,0,0,
0,DB13174,1,0,0,Rhein,0,OC(=O)C1=CC2=C(C(O)=C1)C(=O)C1=C(C=CC=C1O)C2=O,0,0,
0,DB13175,1,0,0,Rheinanthrone,0,OC(=O)C1=CC(O)=C2C(CC3=C(C(O)=CC=C3)C2=O)=C1,0,0,
0,DB13177,1,0,0,4-methylumbelliferyl beta-D-glucoside,0,CC1=CC(=O)OC2=CC(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=CC=C12,0,0,
1,DB13178,0,0,1,Inositol,0,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O,0,1,
1,DB13179,0,0,0,Troleandomycin,0,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(C)=O)N(C)C)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,0,0,
1,DB13180,0,0,1,Gluconic Acid,0,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,0,0,
0,DB13181,1,0,0,Methylbenactyzium,0,CC[N+](C)(CC)CCOC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,0,0,
0,DB13182,1,0,0,Daidzein,0,OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,0,0,
0,DB13183,1,0,0,Technetium Tc-99m etifenin,0,[98Tc].CCC1=CC=CC(CC)=C1N=C(O)CN(CC(O)=O)CC(O)=O.CCC1=CC=CC(CC)=C1N=C([O-])CN(CC([O-])=O)CC([O-])=O,0,0,
0,DB13185,1,0,0,Oxabolone cipionate,0,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=C(O)C(=O)CC[C@]4([H])[C@@]3([H])CC[C@]12C)OC(=O)CCC1CCCC1,0,0,
0,DB13191,0,0,0,Phosphocreatine,1,CN(CC(O)=O)C(=N)NP(O)(O)=O,0,0,
0,DB13202,1,0,0,Piprozolin,0,[H]\C(C(=O)OCC)=C1\SC(N2CCCCC2)C(=O)N1CC,0,0,
0,DB13203,1,0,0,Bamifylline,0,CCN(CCO)CCN1C(CC2=CC=CC=C2)=NC2=C1C(=O)N(C)C(=O)N2C,0,0,
0,DB13204,1,0,0,Dimethyl carbate,0,COC(=O)[C@H]1[C@@H]2C[C@@H](C=C2)[C@H]1C(=O)OC,0,0,
0,DB13205,1,0,0,Teclozan,0,CCOCCN(CC1=CC=C(CN(CCOCC)C(=O)C(Cl)Cl)C=C1)C(=O)C(Cl)Cl,0,0,
0,DB13206,1,0,0,Bamethan,0,CCCCNCC(O)C1=CC=C(O)C=C1,0,0,
0,DB13207,0,0,1,Arginine glutamate,0,N[C@@H](CCC(O)=O)C(O)=O.N[C@@H](CCCNC(N)=N)C(O)=O,0,0,
0,DB13208,1,0,0,Prednylidene,0,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC(=C)[C@]2(O)C(=O)CO,0,0,
