drug_id,name,smile,toxicity
DB09252,Pivhydrazine,[H]N(CC1=CC=CC=C1)N([H])C(=O)C(C)(C)C,1
DB00808,Indapamide,CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,0
DB14483,Calcium ascorbate,[Ca++].OC[C@H](O)[C@H]1OC(=O)C(O)=C1[O-].OC[C@H](O)[C@H]1OC(=O)C(O)=C1[O-],0
DB00335,Atenolol,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,0
DB01535,Carfentanil,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC2=CC=CC=C2)CC1)C(=O)OC,1
DB06154,Pentaerythritol tetranitrate,[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,0
DB03088,Pidolic Acid,OC(=O)[C@@H]1CCC(=O)N1,0
DB00964,Apraclonidine,NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1,0
DB09048,Netupitant,CN(C(=O)C(C)(C)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C1=CN=C(C=C1C1=CC=CC=C1C)N1CCN(C)CC1,0
DB06708,Lumefantrine,CCCCN(CCCC)CC(O)C1=C2C(=CC(Cl)=C1)\C(=C/C1=CC=C(Cl)C=C1)C1=C2C=CC(Cl)=C1,0
DB00131,Adenosine phosphate,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,0
DB13248,Phthalylsulfathiazole,OC(=O)C1=CC=CC=C1C(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,0
DB00727,Nitroglycerin,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,0
DB00918,Almotriptan,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,0
DB11628,Depreotide,CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CC2=CC=CC=C2)N(C)C(=O)[C@H](CCSCC(=O)NC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCCN)C(N)=O)NC1=O,1
DB12362,Diaminopropanol tetraacetic acid,OC(CN(CC(O)=O)CC(O)=O)CN(CC(O)=O)CC(O)=O,0
DB11637,Delamanid,C[C@]1(COC2=CC=C(C=C2)N2CCC(CC2)OC2=CC=C(OC(F)(F)F)C=C2)CN2C=C(N=C2O1)[N+]([O-])=O,0
DB01362,Iohexol,CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,0
DB05351,Dexlansoprazole,CC1=C(OCC(F)(F)F)C=CN=C1C[S@@](=O)C1=NC2=CC=CC=C2N1,0
DB12789,Dinoprost,[H]\C(CCCC(O)=O)=C(/[H])C[C@@]1([H])[C@@]([H])(O)C[C@@]([H])(O)[C@]1([H])C(\[H])=C(/[H])[C@@]([H])(O)CCCCC,0
DB00163,Vitamin E,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,0
DB01160,Dinoprost tromethamine,NC(CO)(CO)CO.CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,0
DB11636,Nomegestrol,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,0
DB00711,Diethylcarbamazine,CCN(CC)C(=O)N1CCN(C)CC1,0
DB06150,Sulfadimethoxine,COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,0
DB00675,Tamoxifen,CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,0
DB01196,Estramustine,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(=O)N(CCCl)CCCl)C=C3CC[C@@]21[H],0
DB00374,Treprostinil,[H][C@]12C[C@@H](O)[C@H](CC[C@@H](O)CCCCC)[C@@]1([H])CC1=C(C2)C(OCC(O)=O)=CC=C1,0
DB05294,Vandetanib,COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1,0
DB04864,Huperzine A,[H][C@@]12CC3=C(C=CC(=O)N3)[C@@](N)(CC(C)=C1)\C2=C\C,0
DB13270,Dibekacin,[H][C@@]1(N)CC[C@@]([H])(CN)O[C@]1([H])O[C@]1([H])[C@@]([H])(N)C[C@@]([H])(N)[C@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(N)[C@@]2([H])O)[C@@]1([H])O,0
DB01098,Rosuvastatin,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(C)(=O)=O,0
DB01198,Zopiclone,CN1CCN(CC1)C(=O)OC1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,0
DB04837,Clofedanol,CN(C)CCC(O)(C1=CC=CC=C1)C1=CC=CC=C1Cl,0
DB09335,Alatrofloxacin,[H][C@@]12CN(C[C@]1([H])[C@H]2NC(=O)[C@H](C)NC(=O)[C@H](C)N)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=CC=C(F)C=C1F)C(O)=O,0
DB00412,Rosiglitazone,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,0
DB00769,Hydrocortamate,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CN(CC)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,0
DB00688,Mycophenolate mofetil,COC1=C(C\C=C(/C)CCC(=O)OCCN2CCOCC2)C(O)=C2C(=O)OCC2=C1C,0
DB01378,Magnesium cation,[Mg++],0
DB06814,Protokylol,CC(CC1=CC=C2OCOC2=C1)NCC(O)C1=CC=C(O)C(O)=C1,0
DB00629,Guanabenz,NC(N)=NN=CC1=C(Cl)C=CC=C1Cl,0
DB13444,Ioxitalamic acid,CC(O)=NC1=C(I)C(C(O)=NCCO)=C(I)C(C(O)=O)=C1I,0
DB01209,Dezocine,[H][C@@]12CC3=CC=C(O)C=C3[C@@](C)(CCCCC1)[C@H]2N,0
DB00815,Sodium lauryl sulfate,[Na+].CCCCCCCCCCCCOS([O-])(=O)=O,0
DB00417,Phenoxymethylpenicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)COC1=CC=CC=C1)C(O)=O,0
DB13970,Dioctyldimonium,CCCCCCCC[N+](C)(C)CCCCCCCC,0
DB00544,Fluorouracil,FC1=CNC(=O)NC1=O,0
DB00129,Ornithine,NCCC[C@H](N)C(O)=O,0
DB09477,Enalaprilat,[H][C@@](C)(N[C@@]([H])(CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@@]1([H])C(O)=O,0
DB03247,Flavin mononucleotide,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)C1=NC(=O)NC(=O)C1=N2,0
DB00584,Enalapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,0
DB01572,Methyl-1-testosterone,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)C=C[C@]12C,1
DB11085,Resorcinol,OC1=CC(O)=CC=C1,0
DB01218,Halofantrine,CCCCN(CCCC)CCC(O)C1=C2C=CC(=CC2=C2C=C(Cl)C=C(Cl)C2=C1)C(F)(F)F,0
DB01066,Cefditoren,[H][C@]12SCC(\C=C/C3=C(C)N=CS3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,0
DB08905,Formestane,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C,0
DB13279,Carbocromen,CCOC(=O)COC1=CC2=C(C=C1)C(C)=C(CCN(CC)CC)C(=O)O2,0
DB00279,Liothyronine,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,0
DB00836,Loperamide,CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,0
DB01573,Benzylmorphine,[H][C@@]12OC3=C(OCC4=CC=CC=C4)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,1
DB02925,Piretanide,NS(=O)(=O)C1=CC(=CC(N2CCCC2)=C1OC1=CC=CC=C1)C(O)=O,0
DB05015,Belinostat,ONC(=O)\C=C\C1=CC=CC(=C1)S(=O)(=O)NC1=CC=CC=C1,0
DB09216,Tolfenamic Acid,CC1=C(Cl)C=CC=C1NC1=CC=CC=C1C(O)=O,0
DB14509,Lithium carbonate,[Li+].[Li+].[O-]C([O-])=O,0
DB04854,Febuxostat,CC(C)COC1=C(C=C(C=C1)C1=NC(C)=C(S1)C(O)=O)C#N,0
DB01188,Ciclopirox,CC1=CC(=O)N(O)C(=C1)C1CCCCC1,0
DB01059,Norfloxacin,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,0
DB01032,Probenecid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O,0
DB00708,Sufentanil,CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1,0
DB14007,Pentetic acid,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O,0
DB00569,Fondaparinux,CO[C@H]1O[C@H](COS(O)(=O)=O)[C@@H](O[C@@H]2O[C@H]([C@@H](O[C@H]3O[C@H](COS(O)(=O)=O)[C@@H](O[C@@H]4O[C@@H]([C@@H](O[C@H]5O[C@H](COS(O)(=O)=O)[C@@H](O)[C@H](O)[C@H]5NS(O)(=O)=O)[C@H](O)[C@H]4O)C(O)=O)[C@H](OS(O)(=O)=O)[C@H]3NS(O)(=O)=O)[C@H](O)[C@H]2OS(O)(=O)=O)C(O)=O)[C@H](O)[C@H]1NS(O)(=O)=O,0
DB00743,Gadobenic acid,[Gd+3].OC(=O)CN(CCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)C(COCC1=CC=CC=C1)C(O)=O,0
DB09154,Sodium citrate,[Na+].[Na+].[Na+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,0
DB01544,Flunitrazepam,CN1C2=C(C=C(C=C2)[N+]([O-])=O)C(=NCC1=O)C1=CC=CC=C1F,0
DB01047,Fluocinonide,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O,0
DB01262,Decitabine,NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1,0
DB00206,Reserpine,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2,0
DB09116,Calcium carbimide,[Ca++].[N-]=C=[N-],0
DB08815,Lurasidone,[H][C@@]12[C@H]3CC[C@H](C3)[C@]1([H])C(=O)N(C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC3=CC=CC=C13)C2=O,0
DB08968,Fominoben,CN(CC(=O)N1CCOCC1)CC1=C(Cl)C=CC=C1NC(=O)C1=CC=CC=C1,1
DB06800,Methylnaltrexone,C[N@+]1(CC2CC2)CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35,0
DB00125,L-Arginine,N[C@@H](CCCNC(N)=N)C(O)=O,0
DB04575,Quinestrol,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC1CCCC1)C=C3,0
DB01439,3-Methylthiofentanyl,CCC(=O)N(C1CCN(CCC2=CC=CS2)CC1C)C1=CC=CC=C1,1
DB09498,Strontium chloride Sr-89,[Cl-].[Cl-].[89Sr++],0
DB09039,Eliglustat,[H][C@](CN1CCCC1)(N=C(O)CCCCCCC)[C@]([H])(O)C1=CC2=C(OCCO2)C=C1,0
DB00677,Isoflurophate,CC(C)OP(F)(=O)OC(C)C,0
DB08971,Fluocortolone,[H][C@@]1(C)C[C@@]2([H])[C@]3([H])C[C@]([H])(F)C4=CC(=O)C=C[C@]4(C)[C@@]3([H])[C@@]([H])(O)C[C@]2(C)[C@@]1([H])C(=O)CO,0
DB00701,Amprenavir,CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,0
DB11164,Bicisate,CCOC(=O)[C@H](CS)NCCN[C@@H](CS)C(=O)OCC,0
DB06694,Xylometazoline,CC1=CC(=CC(C)=C1CC1=NCCN1)C(C)(C)C,0
DB13872,Lormetazepam,CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1Cl,0
DB01234,Dexamethasone,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,0
DB01566,Methylenedioxyethamphetamine,CCNC(C)CC1=CC2=C(OCO2)C=C1,1
DB13322,Hydrotalcite,O.O.O.O.O.O.O.O.O.O.O.O.[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[O-]C([O-])=O,0
DB00872,Conivaptan,CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1,0
DB12924,Ozenoxacin,CNC1=NC=C(C=C1C)C1=CC=C2C(=O)C(=CN(C3CC3)C2=C1C)C(O)=O,0
DB01611,Hydroxychloroquine,CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,0
DB04865,Omacetaxine mepesuccinate,[H][C@@]1(OC(=O)[C@@](O)(CCCC(C)(C)O)CC(=O)OC)C(OC)=C[C@]23CCCN2CCC2=CC4=C(OCO4)C=C2[C@]13[H],0
DB01548,Diprenorphine,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]11CC[C@@]2(OC)[C@H](C1)C(C)(C)O,1
DB00624,Testosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,0
DB06793,Levopropoxyphene,[H][C@](C)(CN(C)C)[C@@](CC1=CC=CC=C1)(OC(=O)CC)C1=CC=CC=C1,1
DB06211,Doripenem,[H][C@]12[C@@H](C)C(S[C@]3([H])CN[C@H](CNS(N)(=O)=O)C3)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,0
DB01015,Sulfamethoxazole,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,0
DB13157,Sodium lauryl sulfoacetate,[Na+].CCCCCCCCCCCCOC(=O)CS([O-])(=O)=O,0
DB00261,Anagrelide,ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl,0
DB00758,Clopidogrel,[H][C@@](N1CCC2=C(C1)C=CS2)(C(=O)OC)C1=CC=CC=C1Cl,0
DB12245,Triclabendazole,CSC1=NC2=C(N1)C=C(Cl)C(OC1=CC=CC(Cl)=C1Cl)=C2,0
DB14020,Benzoin,OC(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,0
DB01086,Benzocaine,CCOC(=O)C1=CC=C(N)C=C1,0
DB01036,Tolterodine,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C,0
DB00873,Loteprednol,[H][C@@]12CC[C@](O)(C(=O)OCCl)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,0
DB13292,Pimethixene,CN1CCC(CC1)=C1C2=CC=CC=C2SC2=CC=CC=C12,0
DB00142,Glutamic Acid,N[C@@H](CCC(O)=O)C(O)=O,0
DB00628,Clorazepic acid,OC(=O)C1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,0
DB00202,Succinylcholine,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,0
DB04160,Pyrophosphoric acid,OP(O)(=O)OP(O)(O)=O,0
DB00474,Methohexital,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,0
DB01078,Deslanoside,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1,0
DB00862,Vardenafil,CCCC1=NC(C)=C2N1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CC)CC1,0
DB01022,Phylloquinone,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1=C(C)C(=O)C2=C(C=CC=C2)C1=O,0
DB00664,Sulfametopyrazine,COC1=NC=CN=C1NS(=O)(=O)C1=CC=C(N)C=C1,0
DB06815,Pyrithione,[O-][N+]1=C(S)C=CC=C1,0
DB01502,Diampromide,CCC(=O)N(CC(C)N(C)CCC1=CC=CC=C1)C1=CC=CC=C1,1
DB00939,Meclofenamic acid,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1,0
DB01588,Prazepam,ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1,0
DB00907,Cocaine,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C,0
DB00841,Dobutamine,CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1,0
DB11738,Rilmenidine,C1CC1C(NC1=NCCO1)C1CC1,0
DB13800,Calcium levulinate,[Ca++].CC(=O)CCC([O-])=O.CC(=O)CCC([O-])=O,0
DB13153,Levomenol,[H][C@@]1(CCC(C)=CC1)[C@@](C)(O)CCC=C(C)C,0
DB14194,Zinc Dibutyldithiocarbamate,CCCCN(CCCC)C1=S[Zn++]2([SH-]1)[SH-]C(=S2)N(CCCC)CCCC,0
DB00152,Thiamine,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N,0
DB13179,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(C)=O)N(C)C)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,0
DB01187,Iophendylate,CCOC(=O)CCCCCCCCC(C)C1=CC=CC=C1I,0
DB00415,Ampicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,0
DB11363,Alectinib,CCC1=CC2=C(C=C1N1CCC(CC1)N1CCOCC1)C(C)(C)C1=C(C3=C(N1)C=C(C=C3)C#N)C2=O,0
DB09079,Nintedanib,COC(=O)C1=CC=C2C(NC(=O)\C2=C(/NC2=CC=C(C=C2)N(C)C(=O)CN2CCN(C)CC2)C2=CC=CC=C2)=C1,0
DB06413,Armodafinil,NC(=O)C[S@@](=O)C(C1=CC=CC=C1)C1=CC=CC=C1,0
DB11268,Protocatechualdehyde,OC1=CC=C(C=O)C=C1O,0
DB14177,Propylparaben,CCCOC(=O)C1=CC=C(O)C=C1,0
DB09118,Stiripentol,CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,0
DB08972,Flumequine,CC1CCC2=CC(F)=CC3=C2N1C=C(C(O)=O)C3=O,1
DB00594,Amiloride,NC(N)=NC(=O)C1=C(N)N=C(N)C(Cl)=N1,0
DB01428,Oxybenzone,COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1,0
DB11581,Venetoclax,CC1(C)CCC(CN2CCN(CC2)C2=CC=C(C(=O)NS(=O)(=O)C3=CC=C(NCC4CCOCC4)C(=C3)[N+]([O-])=O)C(OC3=CN=C4NC=CC4=C3)=C2)=C(C1)C1=CC=C(Cl)C=C1,0
DB00999,Hydrochlorothiazide,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,0
DB09083,Ivabradine,COC1=C(OC)C=C2[C@@H](CN(C)CCCN3CCC4=CC(OC)=C(OC)C=C4CC3=O)CC2=C1,0
DB00357,Aminoglutethimide,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1,0
DB13222,Tilbroquinol,CC1=C2C=CC=NC2=C(O)C(Br)=C1,0
DB11285,Ethyl ferulate,[H]\C(=C(\[H])C1=CC(OC)=C(O)C=C1)C(=O)OCC,0
DB01406,Danazol,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC3=C(C[C@]12C)C=NO3,0
DB06155,Rimonabant,CC1=C(N(N=C1C(=O)NN1CCCCC1)C1=C(Cl)C=C(Cl)C=C1)C1=CC=C(Cl)C=C1,0
DB00805,Minaprine,CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1,0
DB01263,Posaconazole,[H][C@@](C)(O)[C@]([H])(CC)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@]2([H])CO[C@](CN3C=NC=N3)(C2)C2=C(F)C=C(F)C=C2)C=C1,0
DB00874,Guaifenesin,COC1=CC=CC=C1OCC(O)CO,0
DB12728,Fenpropidin,CC(CN1CCCCC1)CC1=CC=C(C=C1)C(C)(C)C,0
DB12091,Gadolinium,[Gd],0
DB00615,Rifabutin,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21,0
DB11254,Hexylresorcinol,CCCCCCC1=C(O)C=C(O)C=C1,0
DB01210,Levobunolol,CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CCCC2=O,0
DB13180,Gluconic Acid,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,0
DB00780,Phenelzine,NNCCC1=CC=CC=C1,0
DB06714,Propylhexedrine,CNC(C)CC1CCCCC1,0
DB00800,Fenoldopam,OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12,0
DB00778,Roxithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,0
DB00207,Azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,0
DB00441,Gemcitabine,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,0
DB01186,Pergolide,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@@H](CSC)CN2CCC,0
DB00606,Cyclothiazide,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C1CC2CC1C=C2,0
DB14151,Phosphorus,[P],0
DB00408,Loxapine,CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2,0
DB00659,Acamprosate,CC(=O)NCCCS(O)(=O)=O,0
DB12938,Isoxaflutole,[H]C1=NOC(=C1C(=O)C1=C(C([H])=C(C([H])=C1[H])C(F)(F)F)S(=O)(=O)C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],0
DB09053,Ibrutinib,NC1=NC=NC2=C1C(=NN2[C@@H]1CCCN(C1)C(=O)C=C)C1=CC=C(OC2=CC=CC=C2)C=C1,0
DB06151,Acetylcysteine,CC(=O)N[C@@H](CS)C(O)=O,0
DB14491,Ferrous fumarate,[Fe++].[H]\C(=C(\[H])C([O-])=O)C([O-])=O,0
DB01472,4-Methoxyamphetamine,COC1=CC=C(CC(C)N)C=C1,1
DB08931,Riociguat,COC(=O)N(C)C1=C(N)N=C(N=C1N)C1=NN(CC2=C(F)C=CC=C2)C2=C1C=CC=N2,0
DB12141,Gilteritinib,CCC1=C(NC2CCOCC2)N=C(NC2=CC=C(N3CCC(CC3)N3CCN(C)CC3)C(OC)=C2)C(=N1)C(N)=O,0
DB14543,Hydrocortisone probutate,[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,0
DB00753,Isoflurane,FC(F)OC(Cl)C(F)(F)F,0
DB06711,Naphazoline,C(C1=NCCN1)C1=CC=CC2=CC=CC=C12,0
DB01215,Estazolam,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,0
DB11155,Triclocarban,ClC1=CC=C(NC(=O)NC2=CC(Cl)=C(Cl)C=C2)C=C1,0
DB00791,Uracil mustard,ClCCN(CCCl)C1=CNC(=O)NC1=O,0
DB01369,Quinupristin,[H][C@@]12CCCN1C(=O)[C@@H](CC)NC(=O)[C@@H](NC(=O)C1=NC=CC=C1O)[C@@H](C)OC(=O)[C@@H](NC(=O)[C@]1([H])CC(=O)[C@]([H])(CS[C@@H]3CN4CCC3CC4)CN1C(=O)[C@H](CC1=CC=C(C=C1)N(C)C)N(C)C2=O)C1=CC=CC=C1,0
DB11585,Drometrizole trisiloxane,CC(CC1=C(O)C(=CC(C)=C1)N1N=C2C=CC=CC2=N1)C[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,0
DB01012,Cinacalcet,C[C@@H](NCCCC1=CC(=CC=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12,0
DB01100,Pimozide,FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1,0
DB01153,Sertaconazole,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=CSC2=C1C=CC=C2Cl,0
DB00863,Ranitidine,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O,0
DB11210,Ferrous bisglycinate,[Fe++].NCC([O-])=O.NCC([O-])=O,0
